year,nomination,film,win
1943,CINEMATOGRAPHY (Color),Heaven Can Wait,FALSE
1943,CINEMATOGRAPHY (Color),"Hello, Frisco, Hello",FALSE
1943,CINEMATOGRAPHY (Color),Lassie Come Home,FALSE
1943,CINEMATOGRAPHY (Color),Phantom of the Opera,TRUE
1943,CINEMATOGRAPHY (Color),Thousands Cheer,FALSE
1943,DIRECTING,Casablanca,TRUE
1943,DIRECTING,Heaven Can Wait,FALSE
1943,DIRECTING,The Human Comedy,FALSE
1943,DIRECTING,The More the Merrier,FALSE
1943,DIRECTING,The Song of Bernadette,FALSE
1943,DOCUMENTARY (Feature),Baptism of Fire,FALSE
1943,DOCUMENTARY (Feature),The Battle of Russia,FALSE
1943,DOCUMENTARY (Feature),Desert Victory,TRUE
1943,DOCUMENTARY (Feature),For God and Country,FALSE
1943,DOCUMENTARY (Feature),Report from the Aleutians,FALSE
1943,DOCUMENTARY (Feature),Silent Village,FALSE
1943,DOCUMENTARY (Feature),War Department Report,FALSE
1943,DOCUMENTARY (Feature),"We've Come a Long, Long Way",FALSE
1943,DOCUMENTARY (Short Subject),Bismarck Convoy Smashed,FALSE
1943,DOCUMENTARY (Short Subject),Children of Mars,FALSE
1943,DOCUMENTARY (Short Subject),Day of Battle,FALSE
1943,DOCUMENTARY (Short Subject),December 7th,TRUE
1943,DOCUMENTARY (Short Subject),The Dutch Tradition,FALSE
1943,DOCUMENTARY (Short Subject),Kill or Be Killed,FALSE
1943,DOCUMENTARY (Short Subject),The Labor Front,FALSE
1943,DOCUMENTARY (Short Subject),Land of My Mother,FALSE
1943,DOCUMENTARY (Short Subject),Letter from Livingston,FALSE
1943,DOCUMENTARY (Short Subject),Life Line,FALSE
1943,DOCUMENTARY (Short Subject),Plan for Destruction,FALSE
1943,DOCUMENTARY (Short Subject),The Rear Gunner,FALSE
1943,DOCUMENTARY (Short Subject),Servant of a Nation,FALSE
1943,DOCUMENTARY (Short Subject),Swedes in America,FALSE
1943,DOCUMENTARY (Short Subject),Task Force,FALSE
1943,DOCUMENTARY (Short Subject),To the People of the United States,FALSE
1943,DOCUMENTARY (Short Subject),Tomorrow We Fly,FALSE
1943,DOCUMENTARY (Short Subject),The Voice That Thrilled the World,FALSE
1943,DOCUMENTARY (Short Subject),Water--Friend or Enemy,FALSE
1943,DOCUMENTARY (Short Subject),Wings Up,FALSE
1943,DOCUMENTARY (Short Subject),Youth in Crisis,FALSE
1943,FILM EDITING,Air Force,TRUE
1943,FILM EDITING,Casablanca,FALSE
1943,FILM EDITING,Five Graves to Cairo,FALSE
1943,FILM EDITING,For Whom the Bell Tolls,FALSE
1943,FILM EDITING,The Song of Bernadette,FALSE
1943,MUSIC (Music Score of a Dramatic or Comedy Picture),The Amazing Mrs. Holliday,FALSE
1943,MUSIC (Music Score of a Dramatic or Comedy Picture),Casablanca,FALSE
1943,MUSIC (Music Score of a Dramatic or Comedy Picture),Commandos Strike at Dawn,FALSE
1943,MUSIC (Music Score of a Dramatic or Comedy Picture),The Fallen Sparrow,FALSE
1943,MUSIC (Music Score of a Dramatic or Comedy Picture),For Whom the Bell Tolls,FALSE
1943,MUSIC (Music Score of a Dramatic or Comedy Picture),Hangmen Also Die,FALSE
1943,MUSIC (Music Score of a Dramatic or Comedy Picture),Hi Diddle Diddle,FALSE
1943,MUSIC (Music Score of a Dramatic or Comedy Picture),In Old Oklahoma,FALSE
1943,MUSIC (Music Score of a Dramatic or Comedy Picture),Johnny Come Lately,FALSE
1943,MUSIC (Music Score of a Dramatic or Comedy Picture),The Kansan,FALSE
1943,MUSIC (Music Score of a Dramatic or Comedy Picture),Lady of Burlesque,FALSE
1943,MUSIC (Music Score of a Dramatic or Comedy Picture),Madame Curie,FALSE
1943,MUSIC (Music Score of a Dramatic or Comedy Picture),The Moon and Sixpence,FALSE
1943,MUSIC (Music Score of a Dramatic or Comedy Picture),The North Star,FALSE
1943,MUSIC (Music Score of a Dramatic or Comedy Picture),The Song of Bernadette,TRUE
1943,MUSIC (Music Score of a Dramatic or Comedy Picture),Victory through Air Power,FALSE
1943,MUSIC (Scoring of a Musical Picture),Coney Island,FALSE
1943,MUSIC (Scoring of a Musical Picture),Hit Parade of 1943,FALSE
1943,MUSIC (Scoring of a Musical Picture),Phantom of the Opera,FALSE
1943,MUSIC (Scoring of a Musical Picture),Saludos Amigos,FALSE
1943,MUSIC (Scoring of a Musical Picture),The Sky's the Limit,FALSE
1943,MUSIC (Scoring of a Musical Picture),Something to Shout About,FALSE
1943,MUSIC (Scoring of a Musical Picture),Stage Door Canteen,FALSE
1943,MUSIC (Scoring of a Musical Picture),Star Spangled Rhythm,FALSE
1943,MUSIC (Scoring of a Musical Picture),This Is the Army,TRUE
1943,MUSIC (Scoring of a Musical Picture),Thousands Cheer,FALSE
1943,MUSIC (Song),Hit Parade of 1943,FALSE
1943,MUSIC (Song),Cabin in the Sky,FALSE
1943,MUSIC (Song),The Sky's the Limit,FALSE
1943,MUSIC (Song),Saludos Amigos,FALSE
1943,MUSIC (Song),Hers to Hold,FALSE
1943,MUSIC (Song),Star Spangled Rhythm,FALSE
1943,MUSIC (Song),Thank Your Lucky Stars,FALSE
1943,MUSIC (Song),Stage Door Canteen,FALSE
1943,MUSIC (Song),Something to Shout About,FALSE
1943,MUSIC (Song),"Hello, Frisco, Hello",TRUE
1943,OUTSTANDING MOTION PICTURE,Casablanca,TRUE
1943,OUTSTANDING MOTION PICTURE,For Whom the Bell Tolls,FALSE
1943,OUTSTANDING MOTION PICTURE,Heaven Can Wait,FALSE
1943,OUTSTANDING MOTION PICTURE,The Human Comedy,FALSE
1943,OUTSTANDING MOTION PICTURE,In Which We Serve,FALSE
1943,OUTSTANDING MOTION PICTURE,Madame Curie,FALSE
1943,OUTSTANDING MOTION PICTURE,The More the Merrier,FALSE
1943,OUTSTANDING MOTION PICTURE,The Ox-Bow Incident,FALSE
1943,OUTSTANDING MOTION PICTURE,The Song of Bernadette,FALSE
1943,OUTSTANDING MOTION PICTURE,Watch on the Rhine,FALSE
1943,SHORT SUBJECT (Cartoon),The Dizzy Acrobat,FALSE
1943,SHORT SUBJECT (Cartoon),The 500 Hats of Bartholomew Cubbins,FALSE
1943,SHORT SUBJECT (Cartoon),Greetings Bait!,FALSE
1943,SHORT SUBJECT (Cartoon),Imagination,FALSE
1943,SHORT SUBJECT (Cartoon),Reason and Emotion,FALSE
1943,SHORT SUBJECT (Cartoon),Yankee Doodle Mouse,TRUE
1943,SHORT SUBJECT (One-reel),Amphibious Fighters,TRUE
1943,SHORT SUBJECT (One-reel),Cavalcade of Dance with Veloz and Yolanda,FALSE
1943,SHORT SUBJECT (One-reel),Champions Carry On,FALSE
1943,SHORT SUBJECT (One-reel),Hollywood in Uniform,FALSE
1943,SHORT SUBJECT (One-reel),Seeing Hands,FALSE
1943,SHORT SUBJECT (Two-reel),Heavenly Music,TRUE
1943,SHORT SUBJECT (Two-reel),Letter to a Hero,FALSE
1943,SHORT SUBJECT (Two-reel),Mardi Gras,FALSE
1943,SHORT SUBJECT (Two-reel),Women at War,FALSE
1943,SOUND RECORDING,Hangmen Also Die,FALSE
1943,SOUND RECORDING,In Old Oklahoma,FALSE
1943,SOUND RECORDING,Madame Curie,FALSE
1943,SOUND RECORDING,The North Star,FALSE
1943,SOUND RECORDING,Phantom of the Opera,FALSE
1943,SOUND RECORDING,Riding High,FALSE
1943,SOUND RECORDING,Sahara,FALSE
1943,SOUND RECORDING,Saludos Amigos,FALSE
1943,SOUND RECORDING,So This Is Washington,FALSE
1943,SOUND RECORDING,The Song of Bernadette,FALSE
1943,SOUND RECORDING,This Is the Army,FALSE
1943,SOUND RECORDING,This Land Is Mine,TRUE
1943,SPECIAL EFFECTS,Air Force,FALSE
1943,SPECIAL EFFECTS,Bombardier,FALSE
1943,SPECIAL EFFECTS,Crash Dive,TRUE
1943,SPECIAL EFFECTS,The North Star,FALSE
1943,SPECIAL EFFECTS,So Proudly We Hail!,FALSE
1943,SPECIAL EFFECTS,Stand By for Action,FALSE
1943,WRITING (Original Motion Picture Story),Action in the North Atlantic,FALSE
1943,WRITING (Original Motion Picture Story),Destination Tokyo,FALSE
1943,WRITING (Original Motion Picture Story),The Human Comedy,TRUE
1943,WRITING (Original Motion Picture Story),The More the Merrier,FALSE
1943,WRITING (Original Motion Picture Story),Shadow of a Doubt,FALSE
1943,WRITING (Original Screenplay),Air Force,FALSE
1943,WRITING (Original Screenplay),In Which We Serve,FALSE
1943,WRITING (Original Screenplay),The North Star,FALSE
1943,WRITING (Original Screenplay),Princess O'Rourke,TRUE
1943,WRITING (Original Screenplay),So Proudly We Hail!,FALSE
1943,WRITING (Screenplay),Casablanca,TRUE
1943,WRITING (Screenplay),Holy Matrimony,FALSE
1943,WRITING (Screenplay),The More the Merrier,FALSE
1943,WRITING (Screenplay),The Song of Bernadette,FALSE
1943,WRITING (Screenplay),Watch on the Rhine,FALSE
1943,SPECIAL AWARD,,TRUE
1943,IRVING G. THALBERG MEMORIAL AWARD,,TRUE
1944,ACTOR,Gaslight,FALSE
1944,ACTOR,Going My Way,TRUE
1944,ACTOR,Going My Way,FALSE
1944,ACTOR,None but the Lonely Heart,FALSE
1944,ACTOR,Wilson,FALSE
1944,ACTOR IN A SUPPORTING ROLE,The Seventh Cross,FALSE
1944,ACTOR IN A SUPPORTING ROLE,Going My Way,TRUE
1944,ACTOR IN A SUPPORTING ROLE,Mr. Skeffington,FALSE
1944,ACTOR IN A SUPPORTING ROLE,Laura,FALSE
1944,ACTOR IN A SUPPORTING ROLE,Since You Went Away,FALSE
1944,ACTRESS,Gaslight,TRUE
1944,ACTRESS,Since You Went Away,FALSE
1944,ACTRESS,Mr. Skeffington,FALSE
1944,ACTRESS,Mrs. Parkington,FALSE
1944,ACTRESS,Double Indemnity,FALSE
1944,ACTRESS IN A SUPPORTING ROLE,None but the Lonely Heart,TRUE
1944,ACTRESS IN A SUPPORTING ROLE,Since You Went Away,FALSE
1944,ACTRESS IN A SUPPORTING ROLE,Gaslight,FALSE
1944,ACTRESS IN A SUPPORTING ROLE,Dragon Seed,FALSE
1944,ACTRESS IN A SUPPORTING ROLE,Mrs. Parkington,FALSE
1944,ART DIRECTION (Black-and-White),Address Unknown,FALSE
1944,ART DIRECTION (Black-and-White),The Adventures of Mark Twain,FALSE
1944,ART DIRECTION (Black-and-White),Casanova Brown,FALSE
1944,ART DIRECTION (Black-and-White),Gaslight,TRUE
1944,ART DIRECTION (Black-and-White),Laura,FALSE
1944,ART DIRECTION (Black-and-White),No Time for Love,FALSE
1944,ART DIRECTION (Black-and-White),Since You Went Away,FALSE
1944,ART DIRECTION (Black-and-White),Song of the Open Road,FALSE
1944,ART DIRECTION (Black-and-White),Step Lively,FALSE
1944,ART DIRECTION (Color),The Climax,FALSE
1944,ART DIRECTION (Color),Cover Girl,FALSE
1944,ART DIRECTION (Color),The Desert Song,FALSE
1944,ART DIRECTION (Color),Kismet,FALSE
1944,ART DIRECTION (Color),Lady in the Dark,FALSE
1944,ART DIRECTION (Color),The Princess and the Pirate,FALSE
1944,ART DIRECTION (Color),Wilson,TRUE
1944,CINEMATOGRAPHY (Black-and-White),Double Indemnity,FALSE
1944,CINEMATOGRAPHY (Black-and-White),Dragon Seed,FALSE
1944,CINEMATOGRAPHY (Black-and-White),Gaslight,FALSE
1944,CINEMATOGRAPHY (Black-and-White),Going My Way,FALSE
1944,CINEMATOGRAPHY (Black-and-White),Laura,TRUE
1944,CINEMATOGRAPHY (Black-and-White),Lifeboat,FALSE
1944,CINEMATOGRAPHY (Black-and-White),Since You Went Away,FALSE
1944,CINEMATOGRAPHY (Black-and-White),Thirty Seconds over Tokyo,FALSE
1944,CINEMATOGRAPHY (Black-and-White),The Uninvited,FALSE
1944,CINEMATOGRAPHY (Black-and-White),The White Cliffs of Dover,FALSE
1944,CINEMATOGRAPHY (Color),Cover Girl,FALSE
1944,CINEMATOGRAPHY (Color),Home in Indiana,FALSE
1944,CINEMATOGRAPHY (Color),Kismet,FALSE
1944,CINEMATOGRAPHY (Color),Lady in the Dark,FALSE
1944,CINEMATOGRAPHY (Color),Meet Me in St. Louis,FALSE
1944,CINEMATOGRAPHY (Color),Wilson,TRUE
1944,DIRECTING,Double Indemnity,FALSE
1944,DIRECTING,Going My Way,TRUE
1944,DIRECTING,Laura,FALSE
1944,DIRECTING,Lifeboat,FALSE
1944,DIRECTING,Wilson,FALSE
1944,DOCUMENTARY (Feature),The Fighting Lady,TRUE
1944,DOCUMENTARY (Feature),Resisting Enemy Interrogation,FALSE
1944,DOCUMENTARY (Short Subject),Arturo Toscanini,FALSE
1944,DOCUMENTARY (Short Subject),New Americans,FALSE
1944,DOCUMENTARY (Short Subject),With the Marines at Tarawa,TRUE
1944,FILM EDITING,Going My Way,FALSE
1944,FILM EDITING,Janie,FALSE
1944,FILM EDITING,None but the Lonely Heart,FALSE
1944,FILM EDITING,Since You Went Away,FALSE
1944,FILM EDITING,Wilson,TRUE
1944,MUSIC (Music Score of a Dramatic or Comedy Picture),Address Unknown,FALSE
1944,MUSIC (Music Score of a Dramatic or Comedy Picture),The Adventures of Mark Twain,FALSE
1944,MUSIC (Music Score of a Dramatic or Comedy Picture),The Bridge of San Luis Rey,FALSE
1944,MUSIC (Music Score of a Dramatic or Comedy Picture),Casanova Brown,FALSE
1944,MUSIC (Music Score of a Dramatic or Comedy Picture),Christmas Holiday,FALSE
1944,MUSIC (Music Score of a Dramatic or Comedy Picture),Double Indemnity,FALSE
1944,MUSIC (Music Score of a Dramatic or Comedy Picture),The Fighting Seabees,FALSE
1944,MUSIC (Music Score of a Dramatic or Comedy Picture),The Hairy Ape,FALSE
1944,MUSIC (Music Score of a Dramatic or Comedy Picture),It Happened Tomorrow,FALSE
1944,MUSIC (Music Score of a Dramatic or Comedy Picture),Jack London,FALSE
1944,MUSIC (Music Score of a Dramatic or Comedy Picture),Kismet,FALSE
1944,MUSIC (Music Score of a Dramatic or Comedy Picture),None but the Lonely Heart,FALSE
1944,MUSIC (Music Score of a Dramatic or Comedy Picture),The Princess and the Pirate,FALSE
1944,MUSIC (Music Score of a Dramatic or Comedy Picture),Since You Went Away,TRUE
1944,MUSIC (Music Score of a Dramatic or Comedy Picture),Summer Storm,FALSE
1944,MUSIC (Music Score of a Dramatic or Comedy Picture),Three Russian Girls,FALSE
1944,MUSIC (Music Score of a Dramatic or Comedy Picture),Up in Mabel's Room,FALSE
1944,MUSIC (Music Score of a Dramatic or Comedy Picture),Voice in the Wind,FALSE
1944,MUSIC (Music Score of a Dramatic or Comedy Picture),Wilson,FALSE
1944,MUSIC (Music Score of a Dramatic or Comedy Picture),Woman of the Town,FALSE
1944,MUSIC (Scoring of a Musical Picture),Brazil,FALSE
1944,MUSIC (Scoring of a Musical Picture),Cover Girl,TRUE
1944,MUSIC (Scoring of a Musical Picture),Higher and Higher,FALSE
1944,MUSIC (Scoring of a Musical Picture),Hollywood Canteen,FALSE
1944,MUSIC (Scoring of a Musical Picture),Irish Eyes Are Smiling,FALSE
1944,MUSIC (Scoring of a Musical Picture),Knickerbocker Holiday,FALSE
1944,MUSIC (Scoring of a Musical Picture),Lady in the Dark,FALSE
1944,MUSIC (Scoring of a Musical Picture),"Lady, Let's Dance",FALSE
1944,MUSIC (Scoring of a Musical Picture),Meet Me in St. Louis,FALSE
1944,MUSIC (Scoring of a Musical Picture),The Merry Monahans,FALSE
1944,MUSIC (Scoring of a Musical Picture),Minstrel Man,FALSE
1944,MUSIC (Scoring of a Musical Picture),Sensations of 1945,FALSE
1944,MUSIC (Scoring of a Musical Picture),Song of the Open Road,FALSE
1944,MUSIC (Scoring of a Musical Picture),Up in Arms,FALSE
1944,MUSIC (Song),Higher and Higher,FALSE
1944,MUSIC (Song),Follow the Boys,FALSE
1944,MUSIC (Song),Sweet and Low-Down,FALSE
1944,MUSIC (Song),Cover Girl,FALSE
1944,MUSIC (Song),Up in Arms,FALSE
1944,MUSIC (Song),Minstrel Man,FALSE
1944,MUSIC (Song),Brazil,FALSE
1944,MUSIC (Song),"Lady, Let's Dance",FALSE
1944,MUSIC (Song),Hollywood Canteen,FALSE
1944,MUSIC (Song),Going My Way,TRUE
1944,MUSIC (Song),Song of the Open Road,FALSE
1944,MUSIC (Song),Meet Me in St. Louis,FALSE
1944,BEST MOTION PICTURE,Double Indemnity,FALSE
1944,BEST MOTION PICTURE,Gaslight,FALSE
1944,BEST MOTION PICTURE,Going My Way,TRUE
1944,BEST MOTION PICTURE,Since You Went Away,FALSE
1944,BEST MOTION PICTURE,Wilson,FALSE
1944,SHORT SUBJECT (Cartoon),And to Think I Saw It on Mulberry Street,FALSE
1944,SHORT SUBJECT (Cartoon),"Dog, Cat and Canary",FALSE
1944,SHORT SUBJECT (Cartoon),Fish Fry,FALSE
1944,SHORT SUBJECT (Cartoon),How to Play Football,FALSE
1944,SHORT SUBJECT (Cartoon),Mouse Trouble,TRUE
1944,SHORT SUBJECT (Cartoon),My Boy Johnny,FALSE
1944,SHORT SUBJECT (Cartoon),Swooner Crooner,FALSE
1944,SHORT SUBJECT (One-reel),Blue Grass Gentlemen,FALSE
1944,SHORT SUBJECT (One-reel),Jammin' the Blues,FALSE
1944,SHORT SUBJECT (One-reel),Movie Pests,FALSE
1944,SHORT SUBJECT (One-reel),Screen Snapshots' 50th Anniversary of Motion Pictures,FALSE
1944,SHORT SUBJECT (One-reel),Who's Who in Animal Land,TRUE
1944,SHORT SUBJECT (Two-reel),Bombalera,FALSE
1944,SHORT SUBJECT (Two-reel),I Won't Play,TRUE
1944,SHORT SUBJECT (Two-reel),Main Street Today,FALSE
1944,SOUND RECORDING,Brazil,FALSE
1944,SOUND RECORDING,Casanova Brown,FALSE
1944,SOUND RECORDING,Cover Girl,FALSE
1944,SOUND RECORDING,Double Indemnity,FALSE
1944,SOUND RECORDING,His Butler's Sister,FALSE
1944,SOUND RECORDING,Hollywood Canteen,FALSE
1944,SOUND RECORDING,It Happened Tomorrow,FALSE
1944,SOUND RECORDING,Kismet,FALSE
1944,SOUND RECORDING,Music in Manhattan,FALSE
1944,SOUND RECORDING,Voice in the Wind,FALSE
1944,SOUND RECORDING,Wilson,TRUE
1944,SPECIAL EFFECTS,The Adventures of Mark Twain,FALSE
1944,SPECIAL EFFECTS,Days of Glory,FALSE
1944,SPECIAL EFFECTS,Secret Command,FALSE
1944,SPECIAL EFFECTS,Since You Went Away,FALSE
1944,SPECIAL EFFECTS,The Story of Dr. Wassell,FALSE
1944,SPECIAL EFFECTS,Thirty Seconds over Tokyo,TRUE
1944,SPECIAL EFFECTS,Wilson,FALSE
1944,WRITING (Original Motion Picture Story),Going My Way,TRUE
1944,WRITING (Original Motion Picture Story),A Guy Named Joe,FALSE
1944,WRITING (Original Motion Picture Story),Lifeboat,FALSE
1944,WRITING (Original Motion Picture Story),None Shall Escape,FALSE
1944,WRITING (Original Motion Picture Story),The Sullivans,FALSE
1944,WRITING (Original Screenplay),Hail the Conquering Hero,FALSE
1944,WRITING (Original Screenplay),The Miracle of Morgan's Creek,FALSE
1944,WRITING (Original Screenplay),Two Girls and a Sailor,FALSE
1944,WRITING (Original Screenplay),Wilson,TRUE
1944,WRITING (Original Screenplay),Wing and a Prayer,FALSE
1944,WRITING (Screenplay),Double Indemnity,FALSE
1944,WRITING (Screenplay),Gaslight,FALSE
1944,WRITING (Screenplay),Going My Way,TRUE
1944,WRITING (Screenplay),Laura,FALSE
1944,WRITING (Screenplay),Meet Me in St. Louis,FALSE
1944,SPECIAL AWARD,,TRUE
1944,SPECIAL AWARD,,TRUE
1944,IRVING G. THALBERG MEMORIAL AWARD,,TRUE
1945,ACTOR,The Bells of St. Mary's,FALSE
1945,ACTOR,Anchors Aweigh,FALSE
1945,ACTOR,The Lost Weekend,TRUE
1945,ACTOR,The Keys of the Kingdom,FALSE
1945,ACTOR,A Song to Remember,FALSE
1945,ACTOR IN A SUPPORTING ROLE,Spellbound,FALSE
1945,ACTOR IN A SUPPORTING ROLE,The Corn Is Green,FALSE
1945,ACTOR IN A SUPPORTING ROLE,A Tree Grows in Brooklyn,TRUE
1945,ACTOR IN A SUPPORTING ROLE,G. I. Joe,FALSE
1945,ACTOR IN A SUPPORTING ROLE,A Medal for Benny,FALSE
1945,ACTRESS,The Bells of St. Mary's,FALSE
1945,ACTRESS,Mildred Pierce,TRUE
1945,ACTRESS,The Valley of Decision,FALSE
1945,ACTRESS,Love Letters,FALSE
1945,ACTRESS,Leave Her to Heaven,FALSE
1945,ACTRESS IN A SUPPORTING ROLE,Mildred Pierce,FALSE
1945,ACTRESS IN A SUPPORTING ROLE,Mildred Pierce,FALSE
1945,ACTRESS IN A SUPPORTING ROLE,The Picture of Dorian Gray,FALSE
1945,ACTRESS IN A SUPPORTING ROLE,The Corn Is Green,FALSE
1945,ACTRESS IN A SUPPORTING ROLE,National Velvet,TRUE
1945,ART DIRECTION (Black-and-White),Blood on the Sun,TRUE
1945,ART DIRECTION (Black-and-White),Experiment Perilous,FALSE
1945,ART DIRECTION (Black-and-White),The Keys of the Kingdom,FALSE
1945,ART DIRECTION (Black-and-White),Love Letters,FALSE
1945,ART DIRECTION (Black-and-White),The Picture of Dorian Gray,FALSE
1945,ART DIRECTION (Color),Frenchman's Creek,TRUE
1945,ART DIRECTION (Color),Leave Her to Heaven,FALSE
1945,ART DIRECTION (Color),National Velvet,FALSE
1945,ART DIRECTION (Color),San Antonio,FALSE
1945,ART DIRECTION (Color),A Thousand and One Nights,FALSE
1945,CINEMATOGRAPHY (Black-and-White),The Keys of the Kingdom,FALSE
1945,CINEMATOGRAPHY (Black-and-White),The Lost Weekend,FALSE
1945,CINEMATOGRAPHY (Black-and-White),Mildred Pierce,FALSE
1945,CINEMATOGRAPHY (Black-and-White),The Picture of Dorian Gray,TRUE
1945,CINEMATOGRAPHY (Black-and-White),Spellbound,FALSE
1945,CINEMATOGRAPHY (Color),Anchors Aweigh,FALSE
1945,CINEMATOGRAPHY (Color),Leave Her to Heaven,TRUE
1945,CINEMATOGRAPHY (Color),National Velvet,FALSE
1945,CINEMATOGRAPHY (Color),A Song to Remember,FALSE
1945,CINEMATOGRAPHY (Color),The Spanish Main,FALSE
1945,DIRECTING,The Bells of St. Mary's,FALSE
1945,DIRECTING,The Lost Weekend,TRUE
1945,DIRECTING,National Velvet,FALSE
1945,DIRECTING,The Southerner,FALSE
1945,DIRECTING,Spellbound,FALSE
1945,DOCUMENTARY (Feature),The Last Bomb,FALSE
1945,DOCUMENTARY (Feature),The True Glory,TRUE
1945,DOCUMENTARY (Short Subject),Hitler Lives?,TRUE
1945,DOCUMENTARY (Short Subject),Library of Congress,FALSE
1945,DOCUMENTARY (Short Subject),To the Shores of Iwo Jima,FALSE
1945,FILM EDITING,The Bells of St. Mary's,FALSE
1945,FILM EDITING,The Lost Weekend,FALSE
1945,FILM EDITING,National Velvet,TRUE
1945,FILM EDITING,"Objective, Burma!",FALSE
1945,FILM EDITING,A Song to Remember,FALSE
1945,MUSIC (Music Score of a Dramatic or Comedy Picture),The Bells of St. Mary's,FALSE
1945,MUSIC (Music Score of a Dramatic or Comedy Picture),Brewster's Millions,FALSE
1945,MUSIC (Music Score of a Dramatic or Comedy Picture),Captain Kidd,FALSE
1945,MUSIC (Music Score of a Dramatic or Comedy Picture),The Enchanted Cottage,FALSE
1945,MUSIC (Music Score of a Dramatic or Comedy Picture),Flame of Barbary Coast,FALSE
1945,MUSIC (Music Score of a Dramatic or Comedy Picture),G. I. Honeymoon,FALSE
1945,MUSIC (Music Score of a Dramatic or Comedy Picture),G. I. Joe,FALSE
1945,MUSIC (Music Score of a Dramatic or Comedy Picture),Guest in the House,FALSE
1945,MUSIC (Music Score of a Dramatic or Comedy Picture),Guest Wife,FALSE
1945,MUSIC (Music Score of a Dramatic or Comedy Picture),The Keys of the Kingdom,FALSE
1945,MUSIC (Music Score of a Dramatic or Comedy Picture),The Lost Weekend,FALSE
1945,MUSIC (Music Score of a Dramatic or Comedy Picture),Love Letters,FALSE
1945,MUSIC (Music Score of a Dramatic or Comedy Picture),The Man Who Walked Alone,FALSE
1945,MUSIC (Music Score of a Dramatic or Comedy Picture),"Objective, Burma!",FALSE
1945,MUSIC (Music Score of a Dramatic or Comedy Picture),Paris--Underground,FALSE
1945,MUSIC (Music Score of a Dramatic or Comedy Picture),A Song to Remember,FALSE
1945,MUSIC (Music Score of a Dramatic or Comedy Picture),The Southerner,FALSE
1945,MUSIC (Music Score of a Dramatic or Comedy Picture),Spellbound,TRUE
1945,MUSIC (Music Score of a Dramatic or Comedy Picture),This Love of Ours,FALSE
1945,MUSIC (Music Score of a Dramatic or Comedy Picture),The Valley of Decision,FALSE
1945,MUSIC (Music Score of a Dramatic or Comedy Picture),The Woman in the Window,FALSE
1945,MUSIC (Scoring of a Musical Picture),Anchors Aweigh,TRUE
1945,MUSIC (Scoring of a Musical Picture),Belle of the Yukon,FALSE
1945,MUSIC (Scoring of a Musical Picture),Can't Help Singing,FALSE
1945,MUSIC (Scoring of a Musical Picture),Hitchhike to Happiness,FALSE
1945,MUSIC (Scoring of a Musical Picture),Incendiary Blonde,FALSE
1945,MUSIC (Scoring of a Musical Picture),Rhapsody in Blue,FALSE
1945,MUSIC (Scoring of a Musical Picture),State Fair,FALSE
1945,MUSIC (Scoring of a Musical Picture),Sunbonnet Sue,FALSE
1945,MUSIC (Scoring of a Musical Picture),The Three Caballeros,FALSE
1945,MUSIC (Scoring of a Musical Picture),Tonight and Every Night,FALSE
1945,MUSIC (Scoring of a Musical Picture),Why Girls Leave Home,FALSE
1945,MUSIC (Scoring of a Musical Picture),Wonder Man,FALSE
1945,MUSIC (Song),Here Come the Waves,FALSE
1945,MUSIC (Song),Tonight and Every Night,FALSE
1945,MUSIC (Song),The Bells of St. Mary's,FALSE
1945,MUSIC (Song),Why Girls Leave Home,FALSE
1945,MUSIC (Song),Earl Carroll Vanities,FALSE
1945,MUSIC (Song),Anchors Aweigh,FALSE
1945,MUSIC (Song),Sing Your Way Home,FALSE
1945,MUSIC (Song),State Fair,TRUE
1945,MUSIC (Song),G. I. Joe,FALSE
1945,MUSIC (Song),Love Letters,FALSE
1945,MUSIC (Song),Can't Help Singing,FALSE
1945,MUSIC (Song),Belle of the Yukon,FALSE
1945,MUSIC (Song),Wonder Man,FALSE
1945,MUSIC (Song),San Antonio,FALSE
1945,BEST MOTION PICTURE,Anchors Aweigh,FALSE
1945,BEST MOTION PICTURE,The Bells of St. Mary's,FALSE
1945,BEST MOTION PICTURE,The Lost Weekend,TRUE
1945,BEST MOTION PICTURE,Mildred Pierce,FALSE
1945,BEST MOTION PICTURE,Spellbound,FALSE
1945,SHORT SUBJECT (Cartoon),Donald's Crime,FALSE
1945,SHORT SUBJECT (Cartoon),Jasper and the Beanstalk,FALSE
1945,SHORT SUBJECT (Cartoon),Life with Feathers,FALSE
1945,SHORT SUBJECT (Cartoon),Mighty Mouse in Gypsy Life,FALSE
1945,SHORT SUBJECT (Cartoon),The Poet and Peasant,FALSE
1945,SHORT SUBJECT (Cartoon),Quiet Please!,TRUE
1945,SHORT SUBJECT (Cartoon),Rippling Romance,FALSE
1945,SHORT SUBJECT (One-reel),Along the Rainbow Trail,FALSE
1945,SHORT SUBJECT (One-reel),Screen Snapshots' 25th Anniversary,FALSE
1945,SHORT SUBJECT (One-reel),Stairway to Light,TRUE
1945,SHORT SUBJECT (One-reel),Story of a Dog,FALSE
1945,SHORT SUBJECT (One-reel),White Rhapsody,FALSE
1945,SHORT SUBJECT (One-reel),Your National Gallery,FALSE
1945,SHORT SUBJECT (Two-reel),A Gun in His Hand,FALSE
1945,SHORT SUBJECT (Two-reel),The Jury Goes Round 'N' Round,FALSE
